# GoodbyeAds YouTube Core Bloclist
#
# GoodbyeAds is Specially Designed for Mobile Ad Protection.
#
# Github : https://github.com/jerryn70/GoodbyeAds
# Telegram : https://t.me/GoodbyeAds
# XDA : https://forum.xda-developers.com/android/software-hacking/goodbye-ads-advanced-protection-ads-ad-t3827269
#
# Type : GoodbyeAds-YouTube-Core Blocklist
# Updated On: 21-07-2020 
# Created by:Jerryn70 (XDA Senior Member)

# Stage 7..
# Phase 1
0.0.0.0 r1---sn-mbndgs8c.googlevideo.com
0.0.0.0 r1---sn-xv7n17f2.googlevideo.com
0.0.0.0 r1---sn-gwgxg53j.googlevideo.com
0.0.0.0 r1---sn-h5tox681.googlevideo.com
0.0.0.0 r1---sn-yuqv1rsr.googlevideo.com
0.0.0.0 r1---sn-oroepjez.googlevideo.com
0.0.0.0 r1---sn-g5inbewq.googlevideo.com
0.0.0.0 r1---sn-ge4k8tnz.googlevideo.com
0.0.0.0 r1---sn-wgwfpsbw.googlevideo.com
0.0.0.0 r1---sn-exjwqx37.googlevideo.com
0.0.0.0 r1---sn-z2h1wuzu.googlevideo.com
0.0.0.0 r1---sn-6aowwhr3.googlevideo.com
0.0.0.0 r1---sn-ewqju7jw.googlevideo.com
0.0.0.0 r1---sn-4uim3a8r.googlevideo.com
0.0.0.0 r1---sn-k6sfmvdb.googlevideo.com
0.0.0.0 r1---sn-ociodma5.googlevideo.com
0.0.0.0 r1---sn-for2gsm1.googlevideo.com
0.0.0.0 r1---sn-ss5blnz6.googlevideo.com
0.0.0.0 r1---sn-a6myxlqr.googlevideo.com
0.0.0.0 r1---sn-tp3ry3tq.googlevideo.com
0.0.0.0 r1---sn-ulgnqgkz.googlevideo.com
0.0.0.0 r1---sn-tzv2ybxb.googlevideo.com
0.0.0.0 r1---sn-kkofajh2.googlevideo.com
0.0.0.0 r1---sn-78izy3cx.googlevideo.com
0.0.0.0 r1---sn-8npaglo3.googlevideo.com
0.0.0.0 r1---sn-vvf6yx2s.googlevideo.com
0.0.0.0 r1---sn-z1gnonql.googlevideo.com
0.0.0.0 r1---sn-empq7say.googlevideo.com
0.0.0.0 r1---sn-x72lux37.googlevideo.com
0.0.0.0 r1---sn-4usndkdi.googlevideo.com
0.0.0.0 r1---sn-gya7vwiu.googlevideo.com
0.0.0.0 r1---sn-6d43574c.googlevideo.com
0.0.0.0 r1---sn-uoh14p6b.googlevideo.com
0.0.0.0 r1---sn-6ir33ch3.googlevideo.com
0.0.0.0 r1---sn-jgjisbca.googlevideo.com
0.0.0.0 r1---sn-xhoq2ac6.googlevideo.com
0.0.0.0 r1---sn-yq1wclny.googlevideo.com
0.0.0.0 r1---sn-17bnfoz3.googlevideo.com
0.0.0.0 r1---sn-5btywvst.googlevideo.com
0.0.0.0 r1---sn-mhcwbpi5.googlevideo.com
0.0.0.0 r1---sn-ftemksz6.googlevideo.com
0.0.0.0 r1---sn-2tqtax4i.googlevideo.com
0.0.0.0 r1---sn-ptuzpmjc.googlevideo.com
0.0.0.0 r1---sn-6hk4iyxl.googlevideo.com
0.0.0.0 r1---sn-yehtknsl.googlevideo.com
0.0.0.0 r1---sn-kv5cf8sw.googlevideo.com
0.0.0.0 r1---sn-l3hp3qo2.googlevideo.com
0.0.0.0 r1---sn-kboch5wc.googlevideo.com
0.0.0.0 r1---sn-5e35pk7b.googlevideo.com
0.0.0.0 r1---sn-bjp3pg67.googlevideo.com
0.0.0.0 r1---sn-wwrorhqi.googlevideo.com
0.0.0.0 r1---sn-xoij7pdn.googlevideo.com
0.0.0.0 r1---sn-73gaewha.googlevideo.com
0.0.0.0 r1---sn-4fotaumd.googlevideo.com
0.0.0.0 r1---sn-dqntmhtx.googlevideo.com
0.0.0.0 r1---sn-wugbbxdt.googlevideo.com
0.0.0.0 r1---sn-fb4v862a.googlevideo.com
0.0.0.0 r1---sn-prsm16id.googlevideo.com
0.0.0.0 r1---sn-bffqbsbz.googlevideo.com
0.0.0.0 r1---sn-irmsqf7g.googlevideo.com
0.0.0.0 r1---sn-b3o7yzeg.googlevideo.com
0.0.0.0 r1---sn-wne4wh5y.googlevideo.com
0.0.0.0 r1---sn-mc85rvru.googlevideo.com
0.0.0.0 r1---sn-aemqtjsj.googlevideo.com
0.0.0.0 r1---sn-smk7rjmk.googlevideo.com
0.0.0.0 r1---sn-a82wofcb.googlevideo.com
0.0.0.0 r1---sn-vvgnfcxo.googlevideo.com
0.0.0.0 r1---sn-k27unvvn.googlevideo.com
0.0.0.0 r1---sn-33lk57hc.googlevideo.com
0.0.0.0 r1---sn-xx4s24g3.googlevideo.com
0.0.0.0 r1---sn-ck36cedp.googlevideo.com
0.0.0.0 r1---sn-x4vxl16m.googlevideo.com
0.0.0.0 r1---sn-ln3t3zew.googlevideo.com
0.0.0.0 r1---sn-ndxqgeup.googlevideo.com
0.0.0.0 r1---sn-udsc2xlx.googlevideo.com
0.0.0.0 r1---sn-z4vbkrz6.googlevideo.com
0.0.0.0 r1---sn-1qgoaval.googlevideo.com
0.0.0.0 r1---sn-fgs7pujs.googlevideo.com
0.0.0.0 r1---sn-igdhi3tw.googlevideo.com
0.0.0.0 r1---sn-ce27ddl4.googlevideo.com
0.0.0.0 r1---sn-mzyx6go7.googlevideo.com
0.0.0.0 r1---sn-dg5vemie.googlevideo.com
0.0.0.0 r1---sn-td1eorx6.googlevideo.com
0.0.0.0 r1---sn-5sl53bhb.googlevideo.com
0.0.0.0 r1---sn-3xux5tuc.googlevideo.com
0.0.0.0 r1---sn-zeeb77ry.googlevideo.com
0.0.0.0 r1---sn-5wmalho3.googlevideo.com
0.0.0.0 r1---sn-b21n3seb.googlevideo.com
0.0.0.0 r1---sn-831p1sia.googlevideo.com
0.0.0.0 r1---sn-qxnjnw87.googlevideo.com
0.0.0.0 r1---sn-av8fwhyu.googlevideo.com
0.0.0.0 r1---sn-izvd2hhg.googlevideo.com
0.0.0.0 r1---sn-acbdfb6l.googlevideo.com
0.0.0.0 r1---sn-omsv2fpn.googlevideo.com
0.0.0.0 r1---sn-33mht7nz.googlevideo.com
0.0.0.0 r1---sn-egha6fgi.googlevideo.com
0.0.0.0 r1---sn-qgiku418.googlevideo.com
0.0.0.0 r1---sn-xwzjxc2c.googlevideo.com
0.0.0.0 r1---sn-kii74avc.googlevideo.com
0.0.0.0 r1---sn-xk7836oj.googlevideo.com
0.0.0.0 r1---sn-gjev5f17.googlevideo.com
0.0.0.0 r1---sn-bnr5hdcb.googlevideo.com
0.0.0.0 r1---sn-meyw5hnq.googlevideo.com
0.0.0.0 r1---sn-tguk51f1.googlevideo.com
0.0.0.0 r1---sn-hpdn6gge.googlevideo.com
0.0.0.0 r1---sn-qk5qqy4t.googlevideo.com
0.0.0.0 r1---sn-i6uxhzn7.googlevideo.com
0.0.0.0 r1---sn-5wbyspbj.googlevideo.com
0.0.0.0 r1---sn-izxzawdg.googlevideo.com
0.0.0.0 r1---sn-7tgtk583.googlevideo.com
0.0.0.0 r1---sn-lbc8gptp.googlevideo.com
0.0.0.0 r1---sn-cerjepua.googlevideo.com
0.0.0.0 r1---sn-ivizbdst.googlevideo.com
0.0.0.0 r1---sn-2nywt2v8.googlevideo.com
0.0.0.0 r1---sn-whnrncc1.googlevideo.com
0.0.0.0 r1---sn-fhx4e3cr.googlevideo.com
0.0.0.0 r1---sn-7glxwi2h.googlevideo.com
0.0.0.0 r1---sn-qqf1z65i.googlevideo.com
0.0.0.0 r1---sn-rru6ccug.googlevideo.com
0.0.0.0 r1---sn-sqt2oxp8.googlevideo.com
0.0.0.0 r1---sn-lgxmq7lo.googlevideo.com
0.0.0.0 r1---sn-ngb65kai.googlevideo.com
0.0.0.0 r1---sn-komuifp5.googlevideo.com
0.0.0.0 r1---sn-ufegw812.googlevideo.com
0.0.0.0 r1---sn-bgpshr1t.googlevideo.com
0.0.0.0 r1---sn-gfr4bxji.googlevideo.com
0.0.0.0 r1---sn-pkq8k3zg.googlevideo.com
0.0.0.0 r1---sn-z21l2f1o.googlevideo.com
0.0.0.0 r1---sn-ni4x4qa2.googlevideo.com
0.0.0.0 r1---sn-w1ocvt35.googlevideo.com
0.0.0.0 r1---sn-45zlq1qg.googlevideo.com
0.0.0.0 r1---sn-pi2ozpza.googlevideo.com
0.0.0.0 r1---sn-ndq22tm8.googlevideo.com
0.0.0.0 r1---sn-kxlsnwsg.googlevideo.com
0.0.0.0 r1---sn-74p6op6u.googlevideo.com
0.0.0.0 r1---sn-1xiuxtch.googlevideo.com
0.0.0.0 r1---sn-bnwscbdj.googlevideo.com
0.0.0.0 r1---sn-r1b2p621.googlevideo.com
0.0.0.0 r1---sn-yvq482u7.googlevideo.com
0.0.0.0 r1---sn-g5bel1jy.googlevideo.com
0.0.0.0 r1---sn-vera8ad6.googlevideo.com
0.0.0.0 r1---sn-1gowndf3.googlevideo.com
0.0.0.0 r1---sn-4p5cdghh.googlevideo.com
0.0.0.0 r1---sn-1ylga77z.googlevideo.com
0.0.0.0 r1---sn-qkfko21y.googlevideo.com
0.0.0.0 r1---sn-rsc2n7sc.googlevideo.com
0.0.0.0 r1---sn-zgi54huo.googlevideo.com
0.0.0.0 r1---sn-5khjw662.googlevideo.com
0.0.0.0 r1---sn-hxgc73nc.googlevideo.com
0.0.0.0 r1---sn-wgsteo33.googlevideo.com
0.0.0.0 r1---sn-gjo2yc4i.googlevideo.com
0.0.0.0 r1---sn-yznetrbu.googlevideo.com
0.0.0.0 r1---sn-vity1pe5.googlevideo.com
0.0.0.0 r1---sn-1fhxxbkq.googlevideo.com
0.0.0.0 r1---sn-pmcnqedf.googlevideo.com
0.0.0.0 r1---sn-26mhpjre.googlevideo.com
0.0.0.0 r1---sn-e6644eby.googlevideo.com
0.0.0.0 r1---sn-fsas3fsx.googlevideo.com
0.0.0.0 r1---sn-o5wgower.googlevideo.com
0.0.0.0 r1---sn-eo53d6or.googlevideo.com
0.0.0.0 r1---sn-wcszdovl.googlevideo.com
0.0.0.0 r1---sn-lmi7dtkv.googlevideo.com
0.0.0.0 r1---sn-mw1svkxq.googlevideo.com
0.0.0.0 r1---sn-2oyphhvh.googlevideo.com
0.0.0.0 r1---sn-dr4zv2u8.googlevideo.com
0.0.0.0 r1---sn-jk4cnfnt.googlevideo.com
0.0.0.0 r1---sn-dipoe55m.googlevideo.com
0.0.0.0 r1---sn-nc7wxged.googlevideo.com
0.0.0.0 r1---sn-ya4uxsat.googlevideo.com
0.0.0.0 r1---sn-c1ikoucv.googlevideo.com
0.0.0.0 r1---sn-bfl7zhdh.googlevideo.com
0.0.0.0 r1---sn-vrms36kd.googlevideo.com
0.0.0.0 r1---sn-gzmnk15t.googlevideo.com
0.0.0.0 r1---sn-h5lmvt61.googlevideo.com
0.0.0.0 r1---sn-8kus3fmr.googlevideo.com
0.0.0.0 r1---sn-6w8ffpye.googlevideo.com
0.0.0.0 r1---sn-qeewixli.googlevideo.com
0.0.0.0 r1---sn-i1y34ytb.googlevideo.com
0.0.0.0 r1---sn-tutskzjb.googlevideo.com
0.0.0.0 r1---sn-m4qw2zn1.googlevideo.com
0.0.0.0 r1---sn-fg4qpjrj.googlevideo.com
0.0.0.0 r1---sn-8mkcosvg.googlevideo.com
0.0.0.0 r1---sn-c6ts5g2y.googlevideo.com
0.0.0.0 r1---sn-4cjnhwor.googlevideo.com
0.0.0.0 r1---sn-m7ww3duk.googlevideo.com
0.0.0.0 r1---sn-djt7pgu3.googlevideo.com
0.0.0.0 r1---sn-hju4f348.googlevideo.com
0.0.0.0 r1---sn-meum8dck.googlevideo.com
0.0.0.0 r1---sn-61xp47l8.googlevideo.com
0.0.0.0 r1---sn-ljpuu4jx.googlevideo.com
0.0.0.0 r1---sn-pof6csms.googlevideo.com
0.0.0.0 r1---sn-dxkxqhl8.googlevideo.com
0.0.0.0 r1---sn-hibwqf8j.googlevideo.com
0.0.0.0 r1---sn-6us5njnr.googlevideo.com
0.0.0.0 r1---sn-465s7eim.googlevideo.com
0.0.0.0 r1---sn-ofmfwvqd.googlevideo.com
0.0.0.0 r1---sn-7qml3vgk.googlevideo.com
0.0.0.0 r1---sn-p58papf3.googlevideo.com
0.0.0.0 r1---sn-k13tk1bd.googlevideo.com
0.0.0.0 r1---sn-awhl22uk.googlevideo.com
0.0.0.0 r1---sn-do755bwh.googlevideo.com
0.0.0.0 r1---sn-yudbe1m7.googlevideo.com
0.0.0.0 r1---sn-as44262f.googlevideo.com
0.0.0.0 r1---sn-ojlfn3qv.googlevideo.com
0.0.0.0 r1---sn-kxltri6j.googlevideo.com
0.0.0.0 r1---sn-du3ywa7i.googlevideo.com
0.0.0.0 r1---sn-kjlj7yqg.googlevideo.com
0.0.0.0 r1---sn-v1quxr34.googlevideo.com
0.0.0.0 r1---sn-dpyoo1oz.googlevideo.com
0.0.0.0 r1---sn-uuzgccqo.googlevideo.com
0.0.0.0 r1---sn-kd4drhxt.googlevideo.com
0.0.0.0 r1---sn-gf7z1ltu.googlevideo.com
0.0.0.0 r1---sn-17ugjs2s.googlevideo.com
0.0.0.0 r1---sn-3txl8kds.googlevideo.com
0.0.0.0 r1---sn-jbjuvym5.googlevideo.com
0.0.0.0 r1---sn-1fhj2x8i.googlevideo.com
0.0.0.0 r1---sn-afnepjf1.googlevideo.com
0.0.0.0 r1---sn-klj7rlu5.googlevideo.com
0.0.0.0 r1---sn-bnpyb88b.googlevideo.com
0.0.0.0 r1---sn-uyodkryf.googlevideo.com
0.0.0.0 r1---sn-tol358ca.googlevideo.com
0.0.0.0 r1---sn-5rjjpnmp.googlevideo.com
0.0.0.0 r1---sn-tlhniiha.googlevideo.com
0.0.0.0 r1---sn-flrz4bp1.googlevideo.com
0.0.0.0 r1---sn-vemda18c.googlevideo.com
0.0.0.0 r1---sn-lp3sxxug.googlevideo.com
0.0.0.0 r1---sn-l7r8kk6k.googlevideo.com
0.0.0.0 r1---sn-hkwtple3.googlevideo.com
0.0.0.0 r1---sn-brwlajp2.googlevideo.com
0.0.0.0 r1---sn-lfc1owlq.googlevideo.com
0.0.0.0 r1---sn-zko5spqk.googlevideo.com
0.0.0.0 r1---sn-gc5xdou8.googlevideo.com
0.0.0.0 r1---sn-kaqgajgc.googlevideo.com
0.0.0.0 r1---sn-ryvehe5s.googlevideo.com
0.0.0.0 r1---sn-8f2e5ijt.googlevideo.com
0.0.0.0 r1---sn-ble7nzx6.googlevideo.com
0.0.0.0 r1---sn-scpofepp.googlevideo.com
0.0.0.0 r1---sn-elm32ldc.googlevideo.com
0.0.0.0 r1---sn-fly6uqcc.googlevideo.com
0.0.0.0 r1---sn-y6fxfhx1.googlevideo.com
0.0.0.0 r1---sn-ayuewpn3.googlevideo.com
0.0.0.0 r1---sn-ymat4p1x.googlevideo.com
0.0.0.0 r1---sn-ib1bazlc.googlevideo.com
0.0.0.0 r1---sn-8myi81k6.googlevideo.com
0.0.0.0 r1---sn-wu3dz7ny.googlevideo.com
0.0.0.0 r1---sn-75hhprhi.googlevideo.com
0.0.0.0 r1---sn-fpodovzi.googlevideo.com
0.0.0.0 r1---sn-nrekze47.googlevideo.com
0.0.0.0 r1---sn-cc5ivw6j.googlevideo.com
0.0.0.0 r1---sn-wcdesduq.googlevideo.com
0.0.0.0 r1---sn-fpdrlgqb.googlevideo.com
0.0.0.0 r1---sn-3txh3d72.googlevideo.com
0.0.0.0 r1---sn-ajfmv7uq.googlevideo.com
0.0.0.0 r1---sn-sfolruxk.googlevideo.com
0.0.0.0 r1---sn-6wekbmu4.googlevideo.com
0.0.0.0 r1---sn-u3ob8ypt.googlevideo.com
0.0.0.0 r1---sn-ekei6h3g.googlevideo.com
0.0.0.0 r1---sn-3v8gzeri.googlevideo.com
0.0.0.0 r1---sn-4nkf7w1w.googlevideo.com
0.0.0.0 r1---sn-wk11str2.googlevideo.com
0.0.0.0 r1---sn-x4hhqpnx.googlevideo.com
0.0.0.0 r1---sn-36ponodp.googlevideo.com
0.0.0.0 r1---sn-lfftnjuq.googlevideo.com
0.0.0.0 r1---sn-rptvobwj.googlevideo.com
0.0.0.0 r1---sn-efq56kzo.googlevideo.com
0.0.0.0 r1---sn-avlagmji.googlevideo.com
0.0.0.0 r1---sn-glpmn6oo.googlevideo.com
0.0.0.0 r1---sn-iyxb4zi1.googlevideo.com
0.0.0.0 r1---sn-jfjh7hra.googlevideo.com
0.0.0.0 r1---sn-oyt17tjf.googlevideo.com
0.0.0.0 r1---sn-gloduj5g.googlevideo.com
0.0.0.0 r1---sn-ycvguyti.googlevideo.com
0.0.0.0 r1---sn-mtzacbj7.googlevideo.com
0.0.0.0 r1---sn-2o6wlvpx.googlevideo.com
0.0.0.0 r1---sn-ps3rlff8.googlevideo.com
0.0.0.0 r1---sn-jdr5ukoy.googlevideo.com
0.0.0.0 r1---sn-elon3jde.googlevideo.com
0.0.0.0 r1---sn-bqjflh4c.googlevideo.com
0.0.0.0 r1---sn-u7zc4c6h.googlevideo.com
0.0.0.0 r1---sn-nzz8snlr.googlevideo.com
0.0.0.0 r1---sn-ahrahc3g.googlevideo.com
0.0.0.0 r1---sn-pyp34avb.googlevideo.com
0.0.0.0 r1---sn-hojwtm3c.googlevideo.com
0.0.0.0 r1---sn-oh8crdtv.googlevideo.com
0.0.0.0 r1---sn-e1fey34s.googlevideo.com
0.0.0.0 r1---sn-dtvfucln.googlevideo.com
0.0.0.0 r1---sn-exzeex6v.googlevideo.com
0.0.0.0 r1---sn-mptaczwl.googlevideo.com
0.0.0.0 r1---sn-e2xd3rln.googlevideo.com
0.0.0.0 r1---sn-szs8zxpl.googlevideo.com
0.0.0.0 r1---sn-4u73mprp.googlevideo.com
0.0.0.0 r1---sn-3rzji3qm.googlevideo.com
0.0.0.0 r1---sn-6ka1mhtu.googlevideo.com
0.0.0.0 r1---sn-mmtne65x.googlevideo.com
0.0.0.0 r1---sn-8iep137x.googlevideo.com
0.0.0.0 r1---sn-kiikzbex.googlevideo.com
0.0.0.0 r1---sn-igcpxx8w.googlevideo.com
0.0.0.0 r1---sn-bmpa4el5.googlevideo.com
0.0.0.0 r1---sn-vckayatd.googlevideo.com
0.0.0.0 r1---sn-llqe7i4k.googlevideo.com
0.0.0.0 r1---sn-i4e64p8k.googlevideo.com
0.0.0.0 r1---sn-jqoom72f.googlevideo.com
0.0.0.0 r1---sn-5mxwzd8i.googlevideo.com
0.0.0.0 r1---sn-u8dlg3x1.googlevideo.com
0.0.0.0 r1---sn-qf18anbf.googlevideo.com
0.0.0.0 r1---sn-c8ziufyn.googlevideo.com
0.0.0.0 r1---sn-rlhutgse.googlevideo.com
0.0.0.0 r1---sn-54k4lvdo.googlevideo.com
0.0.0.0 r1---sn-1v6hg3eq.googlevideo.com
0.0.0.0 r1---sn-kruzlzwp.googlevideo.com
0.0.0.0 r1---sn-iy34vchk.googlevideo.com
0.0.0.0 r1---sn-uvcedf2o.googlevideo.com
0.0.0.0 r1---sn-5lp7hrhw.googlevideo.com
0.0.0.0 r1---sn-gyjbu22e.googlevideo.com
0.0.0.0 r1---sn-h4vv2i1y.googlevideo.com
0.0.0.0 r1---sn-nuvsz8nf.googlevideo.com
0.0.0.0 r1---sn-xf4akxhz.googlevideo.com
0.0.0.0 r1---sn-qfw51gy1.googlevideo.com
0.0.0.0 r1---sn-376hrgvv.googlevideo.com
0.0.0.0 r1---sn-sytu5w6g.googlevideo.com
0.0.0.0 r1---sn-kelo613r.googlevideo.com
0.0.0.0 r1---sn-v5fwt56h.googlevideo.com
0.0.0.0 r1---sn-53y2cgvr.googlevideo.com
0.0.0.0 r1---sn-sipteu33.googlevideo.com
0.0.0.0 r1---sn-iqtw3j4b.googlevideo.com
0.0.0.0 r1---sn-dntva8bw.googlevideo.com
0.0.0.0 r1---sn-2myc6eee.googlevideo.com
0.0.0.0 r1---sn-q35xkinb.googlevideo.com
0.0.0.0 r1---sn-bkndkjmu.googlevideo.com
0.0.0.0 r1---sn-7xxwu8qs.googlevideo.com
0.0.0.0 r1---sn-g21z515e.googlevideo.com
0.0.0.0 r1---sn-mpfangy4.googlevideo.com
0.0.0.0 r1---sn-8suyt7mr.googlevideo.com
0.0.0.0 r1---sn-8ddiopsr.googlevideo.com
0.0.0.0 r1---sn-llqrpwej.googlevideo.com
0.0.0.0 r1---sn-ojy3emh1.googlevideo.com
0.0.0.0 r1---sn-72wbn18i.googlevideo.com
0.0.0.0 r1---sn-oj11wwx5.googlevideo.com
0.0.0.0 r1---sn-6wwbxgnl.googlevideo.com
0.0.0.0 r1---sn-nljjhrnu.googlevideo.com
0.0.0.0 r1---sn-5lju1qdt.googlevideo.com
0.0.0.0 r1---sn-licg5muz.googlevideo.com
0.0.0.0 r1---sn-u36pyfc1.googlevideo.com
0.0.0.0 r1---sn-nlvcqya6.googlevideo.com
0.0.0.0 r1---sn-4f4kncdo.googlevideo.com
0.0.0.0 r1---sn-sdxpehpb.googlevideo.com
0.0.0.0 r1---sn-yrxnu65z.googlevideo.com
0.0.0.0 r1---sn-jrgp3bcv.googlevideo.com
0.0.0.0 r1---sn-hfkyrjmr.googlevideo.com
0.0.0.0 r1---sn-yq6vpuvg.googlevideo.com
0.0.0.0 r1---sn-4ul8avl7.googlevideo.com
0.0.0.0 r1---sn-ieb44wuq.googlevideo.com
0.0.0.0 r1---sn-bci75yso.googlevideo.com
0.0.0.0 r1---sn-ffxdajjx.googlevideo.com
0.0.0.0 r1---sn-4auhydut.googlevideo.com
0.0.0.0 r1---sn-3mqniqvc.googlevideo.com
0.0.0.0 r1---sn-4ounlxje.googlevideo.com
0.0.0.0 r1---sn-c5347h68.googlevideo.com
0.0.0.0 r1---sn-3la4bm16.googlevideo.com
0.0.0.0 r1---sn-pxesiegw.googlevideo.com
0.0.0.0 r1---sn-rvhtx5lg.googlevideo.com
0.0.0.0 r1---sn-ypf2jzuu.googlevideo.com
0.0.0.0 r1---sn-pqs5q1aq.googlevideo.com
0.0.0.0 r1---sn-ww7wsz46.googlevideo.com
0.0.0.0 r1---sn-yfll8lj6.googlevideo.com
0.0.0.0 r1---sn-a3euh7wx.googlevideo.com
0.0.0.0 r1---sn-csdzujgz.googlevideo.com
0.0.0.0 r1---sn-uy6b6xw8.googlevideo.com
0.0.0.0 r1---sn-thddojud.googlevideo.com
0.0.0.0 r1---sn-gv5vwnix.googlevideo.com
0.0.0.0 r1---sn-8iu8welo.googlevideo.com
0.0.0.0 r1---sn-8uyioi8l.googlevideo.com
0.0.0.0 r1---sn-gfaa3tj1.googlevideo.com
0.0.0.0 r1---sn-68t7nsch.googlevideo.com
0.0.0.0 r1---sn-picwcwlp.googlevideo.com
0.0.0.0 r1---sn-4xd2slx7.googlevideo.com
0.0.0.0 r1---sn-vtorni3n.googlevideo.com
0.0.0.0 r1---sn-82bwsmbo.googlevideo.com
0.0.0.0 r1---sn-rr1fgkir.googlevideo.com
0.0.0.0 r1---sn-2tefppiu.googlevideo.com
0.0.0.0 r1---sn-kul2dt3h.googlevideo.com
0.0.0.0 r1---sn-nwxiuw5r.googlevideo.com
0.0.0.0 r1---sn-wxkbsrzk.googlevideo.com
0.0.0.0 r1---sn-k5x2dw7s.googlevideo.com
0.0.0.0 r1---sn-tpl6bhk7.googlevideo.com
0.0.0.0 r1---sn-xt1sv86f.googlevideo.com
0.0.0.0 r1---sn-wvr1fhb2.googlevideo.com
0.0.0.0 r1---sn-4arg5ady.googlevideo.com
0.0.0.0 r1---sn-yexfk7po.googlevideo.com
0.0.0.0 r1---sn-mml8zhwl.googlevideo.com
0.0.0.0 r1---sn-8sfpffnm.googlevideo.com
0.0.0.0 r1---sn-nscaydbx.googlevideo.com
0.0.0.0 r1---sn-pb3rkz3x.googlevideo.com
0.0.0.0 r1---sn-gdo24ccw.googlevideo.com
0.0.0.0 r1---sn-lghm3vts.googlevideo.com
